,S_INFO_WINDCODE,TRADE_DT,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE,S_DQ_VOLUME
1558,000300.SH,20160603,3172.946,3201.7492,3162.088,3189.3255,101491783.0
1559,000300.SH,20160606,3192.7793,3197.2204,3168.554,3178.7883,76693751.0
1560,000300.SH,20160607,3182.4374,3186.6167,3168.1792,3177.0536,68928314.0
1561,000300.SH,20160608,3171.8134,3174.9719,3148.3517,3163.9864,76291775.0
1562,000300.SH,20160613,3134.0453,3145.6057,3065.7674,3066.3413,92975947.0
1563,000300.SH,20160614,3058.4433,3078.7494,3055.6553,3075.9834,66279457.0
1564,000300.SH,20160615,3043.9577,3128.6733,3042.2328,3116.3682,87393257.0
1565,000300.SH,20160616,3104.3619,3112.4755,3089.4777,3094.6748,82974703.0
1566,000300.SH,20160617,3096.0901,3131.0485,3096.0901,3110.3572,85402985.0
1567,000300.SH,20160620,3114.9064,3118.7254,3089.7127,3112.6744,63587141.0
1568,000300.SH,20160621,3124.8984,3155.4927,3097.9402,3106.3175,87965345.0
1569,000300.SH,20160622,3100.4496,3134.0608,3096.9919,3133.9611,66487113.0
1570,000300.SH,20160623,3129.7207,3129.7207,3102.4811,3117.3168,67751738.0
1571,000300.SH,20160624,3110.6465,3130.5391,3033.9651,3077.1554,104792208.0
1572,000300.SH,20160627,3065.128,3120.6405,3064.9664,3120.5443,83267259.0
1573,000300.SH,20160628,3107.3979,3139.4301,3099.7012,3136.4013,92024637.0
1574,000300.SH,20160629,3142.4842,3158.0762,3139.1325,3151.3898,103723668.0
1575,000300.SH,20160630,3152.8331,3163.7205,3148.1987,3153.921,79692617.0
1576,000300.SH,20160701,3156.932,3170.2583,3148.2948,3154.2003,71746283.0
1577,000300.SH,20160704,3136.3852,3210.6016,3134.0233,3204.6962,133310529.0
1578,000300.SH,20160705,3199.1572,3216.7029,3197.9956,3207.3827,130226895.0
1579,000300.SH,20160706,3197.6249,3217.5158,3183.4511,3216.8035,124897458.0
1580,000300.SH,20160707,3206.5507,3220.5404,3190.1235,3209.9542,118595202.0
1581,000300.SH,20160708,3199.7542,3204.9283,3183.9594,3192.2804,89734855.0
1582,000300.SH,20160711,3199.0383,3235.9623,3197.6255,3203.3298,138529511.0
1583,000300.SH,20160712,3201.9062,3273.4738,3200.3034,3273.1823,172534217.0
1584,000300.SH,20160713,3274.0202,3300.9912,3271.7752,3282.8681,175196090.0
1585,000300.SH,20160714,3277.4816,3281.9503,3259.0653,3276.7637,107525798.0
1586,000300.SH,20160715,3278.8357,3285.026,3265.2906,3276.2775,102665026.0
1587,000300.SH,20160718,3269.7077,3281.6375,3251.7659,3262.0222,110312518.0
1588,000300.SH,20160719,3260.4349,3264.7303,3226.1987,3248.2341,88886861.0
1589,000300.SH,20160720,3246.8626,3254.5076,3232.2568,3237.6051,72701255.0
1590,000300.SH,20160721,3238.3367,3271.3739,3238.3034,3252.5227,86004825.0
1591,000300.SH,20160722,3251.242,3253.7694,3220.8937,3225.1621,86029128.0
1592,000300.SH,20160725,3220.1658,3243.7902,3218.1419,3230.885,70203185.0
1593,000300.SH,20160726,3228.234,3269.7457,3228.0075,3269.5882,81051089.0
1594,000300.SH,20160727,3270.0837,3276.5112,3157.4093,3218.243,160188665.0
1595,000300.SH,20160728,3204.4645,3235.7816,3195.2696,3221.1365,112779964.0
1596,000300.SH,20160729,3217.1923,3225.4184,3198.6839,3203.9304,88044837.0
1597,000300.SH,20160801,3196.425,3199.9751,3156.7488,3176.8091,87003497.0
1598,000300.SH,20160802,3173.7576,3189.0529,3165.5422,3189.0529,62167639.0
1599,000300.SH,20160803,3179.6842,3197.1573,3173.5356,3193.5073,72864102.0
1600,000300.SH,20160804,3190.546,3201.5539,3170.4189,3201.2888,73504373.0
1601,000300.SH,20160805,3201.3543,3224.873,3192.8614,3205.1101,77196366.0
1602,000300.SH,20160808,3199.5723,3234.4795,3187.2521,3234.1833,86676051.0
1603,000300.SH,20160809,3232.603,3257.3336,3229.1741,3256.9813,91065259.0
1604,000300.SH,20160810,3255.1822,3261.8609,3242.7509,3243.3409,90430372.0
1605,000300.SH,20160811,3239.5583,3274.0261,3232.6127,3233.3604,101041213.0
1606,000300.SH,20160812,3231.8065,3294.2337,3231.1366,3294.2337,116254044.0
1607,000300.SH,20160815,3303.4688,3417.9147,3302.3776,3393.4239,220543421.0
1608,000300.SH,20160816,3403.3839,3418.6884,3372.0206,3378.2451,196389740.0
1609,000300.SH,20160817,3377.7713,3394.3887,3356.9244,3373.0476,138847688.0
1610,000300.SH,20160818,3369.9472,3394.7912,3349.6879,3364.4851,142380169.0
1611,000300.SH,20160819,3358.555,3374.045,3341.1922,3365.0197,119961508.0
1612,000300.SH,20160822,3364.681,3372.8331,3335.4695,3336.7949,107951008.0
1613,000300.SH,20160823,3332.621,3359.6477,3324.9603,3341.8298,92924516.0
1614,000300.SH,20160824,3341.9304,3348.1291,3323.7251,3329.8631,81191429.0
1615,000300.SH,20160825,3314.0846,3315.0812,3279.8064,3308.9721,100589153.0
1616,000300.SH,20160826,3312.4991,3328.9453,3301.7359,3307.0902,81530691.0
1617,000300.SH,20160829,3306.5749,3315.0789,3297.0697,3307.7812,77036333.0
1618,000300.SH,20160830,3310.3188,3325.1218,3304.5966,3311.9872,75725987.0
1619,000300.SH,20160831,3310.5654,3333.9729,3304.6552,3327.7938,79570805.0
1620,000300.SH,20160901,3326.7389,3329.3455,3301.2129,3301.5767,84947219.0
1621,000300.SH,20160902,3298.7217,3320.4252,3295.7554,3314.1142,82791803.0
1622,000300.SH,20160905,3321.0053,3338.4197,3314.6293,3319.6803,78292477.0
1623,000300.SH,20160906,3322.018,3347.9511,3300.1257,3342.6259,98283998.0
1624,000300.SH,20160907,3344.0657,3357.3567,3337.7508,3340.8172,102940106.0
1625,000300.SH,20160908,3338.0082,3343.395,3328.2264,3339.564,71916158.0
1626,000300.SH,20160909,3339.3733,3344.951,3318.044,3318.044,82657036.0
1627,000300.SH,20160912,3271.8702,3276.7163,3234.573,3262.6043,122917682.0
1628,000300.SH,20160913,3265.3373,3269.2224,3246.3857,3260.333,67180288.0
1629,000300.SH,20160914,3245.7371,3254.995,3231.3355,3238.7299,70432697.0
1630,000300.SH,20160919,3242.7429,3264.8995,3242.7429,3263.1242,58831082.0
1631,000300.SH,20160920,3264.6649,3265.0353,3252.3885,3257.4034,52784206.0
1632,000300.SH,20160921,3257.7097,3270.9022,3254.3214,3266.6363,59142979.0
1633,000300.SH,20160922,3281.4718,3303.1993,3277.9791,3291.1211,75753542.0
1634,000300.SH,20160923,3292.2788,3293.9162,3275.025,3275.6665,57993986.0
1635,000300.SH,20160926,3267.6905,3267.6905,3220.2838,3220.2838,70452186.0
1636,000300.SH,20160927,3214.8704,3240.7756,3214.4414,3240.7546,58460550.0
1637,000300.SH,20160928,3243.647,3243.647,3227.996,3230.8904,44727498.0
1638,000300.SH,20160929,3234.857,3257.7668,3234.8032,3244.3874,55452556.0
1639,000300.SH,20160930,3240.1775,3260.9405,3239.0364,3253.2848,44978022.0
1640,000300.SH,20161010,3265.3644,3294.6409,3258.9584,3293.8689,80519260.0
1641,000300.SH,20161011,3296.8672,3308.0042,3292.8775,3306.5573,87713163.0
1642,000300.SH,20161012,3299.1388,3302.561,3289.7532,3300.0099,68669781.0
1643,000300.SH,20161013,3299.1557,3307.4091,3292.3974,3302.6455,81224198.0
1644,000300.SH,20161014,3298.734,3306.6859,3285.729,3305.8481,82316271.0
1645,000300.SH,20161017,3305.9635,3309.0097,3271.5413,3277.8787,86113509.0
1646,000300.SH,20161018,3272.6815,3321.3324,3272.6815,3321.3324,102860714.0
1647,000300.SH,20161019,3323.3038,3332.5201,3309.8313,3316.2407,101167725.0
1648,000300.SH,20161020,3317.1792,3324.9031,3312.1741,3318.6044,79238871.0
1649,000300.SH,20161021,3315.7156,3341.5603,3309.1787,3327.74,109785176.0
1650,000300.SH,20161024,3332.5125,3382.8259,3330.9674,3367.5778,153014345.0
1651,000300.SH,20161025,3367.4753,3373.9139,3356.5853,3367.4547,111191693.0
1652,000300.SH,20161026,3365.1975,3367.831,3349.5744,3354.8003,98024786.0
1653,000300.SH,20161027,3351.4603,3352.3545,3335.1332,3345.695,77629851.0
1654,000300.SH,20161028,3347.1438,3370.7485,3337.2888,3340.1262,93133309.0
1655,000300.SH,20161031,3332.406,3340.4695,3317.3279,3336.2778,71352863.0
1656,000300.SH,20161101,3338.7099,3359.3941,3334.4568,3359.0515,74938199.0
1657,000300.SH,20161102,3350.71,3356.3974,3331.3841,3333.3524,91197104.0
1658,000300.SH,20161103,3326.9045,3379.9889,3324.8378,3365.085,126223504.0
1659,000300.SH,20161104,3362.2055,3377.6394,3348.4263,3354.1749,104069655.0
1660,000300.SH,20161107,3353.4441,3362.7416,3342.3122,3356.5916,99877988.0
1661,000300.SH,20161108,3367.6974,3383.9174,3361.1292,3371.1177,103148282.0
1662,000300.SH,20161109,3370.5999,3373.096,3322.0798,3353.0547,139110059.0
1663,000300.SH,20161110,3374.906,3403.0158,3374.906,3390.6119,134705535.0
1664,000300.SH,20161111,3387.9481,3422.6715,3382.8925,3417.2211,198781496.0
1665,000300.SH,20161114,3409.2241,3452.6159,3408.1392,3430.2482,213247105.0
1666,000300.SH,20161115,3428.8663,3434.9216,3415.9948,3429.8697,134566320.0
1667,000300.SH,20161116,3432.4336,3435.6366,3419.2435,3429.5921,129808511.0
1668,000300.SH,20161117,3423.4654,3437.669,3412.8771,3436.535,121561731.0
1669,000300.SH,20161118,3437.4898,3443.1185,3413.2698,3417.4554,115951205.0
1670,000300.SH,20161121,3412.6523,3463.1423,3412.0801,3441.1106,146434529.0
1671,000300.SH,20161122,3443.2201,3469.2189,3443.2201,3468.3637,168523446.0
1672,000300.SH,20161123,3473.8949,3492.9564,3465.7639,3474.7289,162388504.0
1673,000300.SH,20161124,3468.8071,3508.1648,3467.0108,3488.7402,145746301.0
1674,000300.SH,20161125,3490.0399,3521.3029,3463.9477,3521.2984,153621506.0
1675,000300.SH,20161128,3538.6754,3553.3603,3528.3196,3535.0807,207375483.0
1676,000300.SH,20161129,3525.9011,3583.7185,3521.3787,3564.0404,236918356.0
1677,000300.SH,20161130,3557.6357,3567.0689,3527.0231,3538.001,178560178.0
1678,000300.SH,20161201,3543.9555,3575.97,3543.245,3565.036,180170761.0
1679,000300.SH,20161202,3559.7711,3562.5497,3516.7881,3528.9547,196355480.0
1680,000300.SH,20161205,3473.6876,3496.8838,3457.3433,3469.4073,180852355.0
1681,000300.SH,20161206,3466.2417,3477.5901,3456.8067,3459.1533,115529090.0
1682,000300.SH,20161207,3458.3687,3475.7473,3445.7561,3475.7473,114345103.0
1683,000300.SH,20161208,3481.8067,3484.3402,3466.512,3470.1426,117383922.0
1684,000300.SH,20161209,3464.8733,3507.9276,3461.7612,3493.7004,150303308.0
1685,000300.SH,20161212,3489.2683,3495.8022,3400.793,3409.1794,187467751.0
1686,000300.SH,20161213,3394.2072,3416.2147,3370.5956,3405.0355,121105097.0
1687,000300.SH,20161214,3399.4113,3412.2795,3378.2656,3378.9453,124007744.0
1688,000300.SH,20161215,3363.8597,3378.0367,3327.1429,3340.4338,114960660.0
1689,000300.SH,20161216,3335.3625,3356.2916,3330.4928,3346.0305,90775422.0
1690,000300.SH,20161219,3342.3449,3344.8584,3324.9986,3328.9827,81640678.0
1691,000300.SH,20161220,3328.2985,3329.1022,3289.2682,3309.0641,87569592.0
1692,000300.SH,20161221,3313.7451,3342.4761,3313.7451,3338.536,108254995.0
1693,000300.SH,20161222,3335.1218,3340.3628,3322.7196,3335.672,92277249.0
1694,000300.SH,20161223,3333.4009,3334.8937,3300.8843,3307.5991,97444713.0
1695,000300.SH,20161226,3293.2236,3322.4212,3267.0481,3322.4006,89793982.0
1696,000300.SH,20161227,3319.2061,3330.2324,3315.8318,3316.3852,75486359.0
1697,000300.SH,20161228,3315.7526,3320.5467,3293.1737,3301.8887,69000437.0
1698,000300.SH,20161229,3297.036,3312.113,3288.0959,3297.7648,70087923.0
1699,000300.SH,20161230,3302.5993,3313.5497,3295.7513,3310.0808,71744116.0
1700,000300.SH,20170103,3313.9534,3345.2629,3313.9534,3342.2272,86567896.0
1701,000300.SH,20170104,3340.5576,3369.5658,3338.1527,3368.3117,90050827.0
1702,000300.SH,20170105,3368.3402,3373.4119,3361.462,3367.7892,88336357.0
1703,000300.SH,20170106,3366.8522,3368.8705,3346.8914,3347.6665,87459114.0
1704,000300.SH,20170109,3345.7483,3366.2219,3344.3472,3363.9014,83707942.0
1705,000300.SH,20170110,3361.6394,3370.5051,3354.0878,3358.2716,83819160.0
1706,000300.SH,20170111,3355.8008,3366.6315,3334.2978,3334.4954,91071438.0
1707,000300.SH,20170112,3332.6857,3343.1279,3315.9629,3317.6241,81239135.0
1708,000300.SH,20170113,3317.9625,3338.174,3309.3741,3319.9122,84180589.0
1709,000300.SH,20170116,3314.1507,3322.7819,3264.2071,3319.4455,157779135.0
1710,000300.SH,20170117,3305.6001,3327.3767,3292.2044,3326.3563,69453328.0
1711,000300.SH,20170118,3323.3389,3350.9619,3320.4062,3339.3653,70623227.0
1712,000300.SH,20170119,3330.9522,3346.4959,3324.6835,3329.2891,66159808.0
1713,000300.SH,20170120,3326.9773,3358.4121,3326.374,3354.8891,65300462.0
1714,000300.SH,20170123,3359.0543,3378.7388,3355.8475,3364.0808,75557498.0
1715,000300.SH,20170124,3363.1374,3371.32,3355.899,3364.4509,66194226.0
1716,000300.SH,20170125,3361.6561,3376.4415,3357.2183,3375.9042,58376931.0
1717,000300.SH,20170126,3378.2609,3395.8848,3378.2609,3387.9606,65316647.0
1718,000300.SH,20170203,3390.9315,3392.4773,3362.5653,3364.4923,55188861.0
1719,000300.SH,20170206,3368.1081,3381.3348,3358.7516,3373.2051,68521360.0
1720,000300.SH,20170207,3371.7695,3376.7099,3354.6251,3365.6849,63754462.0
1721,000300.SH,20170208,3361.7811,3383.6859,3347.4302,3383.2878,75402879.0
1722,000300.SH,20170209,3381.8992,3406.5888,3379.7872,3396.2924,97558515.0
1723,000300.SH,20170210,3398.3173,3422.3256,3398.0295,3413.4868,123768720.0
1724,000300.SH,20170213,3416.9168,3439.5432,3416.8746,3436.275,120144538.0
1725,000300.SH,20170214,3438.511,3440.6748,3424.4028,3435.8042,94809465.0
1726,000300.SH,20170215,3435.3882,3448.0322,3417.0811,3421.7131,127643338.0
1727,000300.SH,20170216,3421.8299,3440.9331,3418.3514,3440.9331,108276962.0
1728,000300.SH,20170217,3443.6166,3457.5562,3419.6143,3421.4419,114600036.0
1729,000300.SH,20170220,3421.6434,3472.6035,3421.6434,3471.3926,132628862.0
1730,000300.SH,20170221,3475.0584,3490.0855,3472.017,3482.823,114842009.0
1731,000300.SH,20170222,3483.2008,3489.946,3473.524,3489.7567,102815994.0
1732,000300.SH,20170223,3487.5745,3492.9616,3460.118,3473.3236,99536330.0
1733,000300.SH,20170224,3468.9588,3473.8517,3455.2514,3473.8517,95535133.0
1734,000300.SH,20170227,3471.1319,3472.8356,3441.3938,3446.2228,98672160.0
1735,000300.SH,20170228,3445.0274,3460.9089,3441.3589,3452.8103,75215260.0
1736,000300.SH,20170301,3452.2058,3472.6962,3449.109,3458.4376,103260354.0
1737,000300.SH,20170302,3463.4829,3468.471,3434.001,3435.0963,89898077.0
1738,000300.SH,20170303,3424.6627,3428.8824,3412.8312,3427.8628,80994652.0
1739,000300.SH,20170306,3427.2533,3449.0342,3425.9041,3446.484,83070882.0
1740,000300.SH,20170307,3446.1628,3454.0386,3440.0574,3453.9565,80334720.0
1741,000300.SH,20170308,3452.2006,3457.0351,3441.2575,3448.7313,79587690.0
1742,000300.SH,20170309,3442.8953,3443.0455,3414.6782,3426.9438,84570381.0
1743,000300.SH,20170310,3423.9776,3436.2388,3423.9369,3427.8916,70016199.0
1744,000300.SH,20170313,3425.6723,3458.098,3412.6879,3458.098,91684124.0
1745,000300.SH,20170314,3456.6584,3465.3915,3448.9034,3456.6934,77077963.0
1746,000300.SH,20170315,3452.2139,3463.9191,3445.2676,3463.6436,79104954.0
1747,000300.SH,20170316,3472.2694,3492.1267,3472.2694,3481.5066,106333913.0
1748,000300.SH,20170317,3485.3114,3488.4969,3441.4685,3445.8051,103755560.0
1749,000300.SH,20170320,3449.0515,3454.063,3429.8254,3449.6126,88734322.0
1750,000300.SH,20170321,3449.7696,3466.7026,3445.6416,3466.3468,87707855.0
1751,000300.SH,20170322,3450.7544,3464.3328,3433.4994,3450.0502,104935894.0
1752,000300.SH,20170323,3452.4056,3470.8164,3435.6912,3461.9782,94318062.0
1753,000300.SH,20170324,3464.1966,3499.3179,3461.1108,3489.5997,125645833.0
1754,000300.SH,20170327,3488.7647,3505.9789,3474.5206,3478.0385,107015377.0
1755,000300.SH,20170328,3480.249,3482.2923,3461.4678,3469.8093,84194820.0
1756,000300.SH,20170329,3472.9665,3483.0571,3455.5529,3465.1933,104851706.0
1757,000300.SH,20170330,3461.6159,3467.3049,3422.366,3436.758,116376922.0
1758,000300.SH,20170331,3434.8222,3456.3051,3430.8197,3456.0455,91577491.0
1759,000300.SH,20170405,3476.4231,3504.5379,3475.1486,3503.8932,143399017.0
1760,000300.SH,20170406,3507.9879,3517.7779,3495.7246,3514.0469,136767004.0
1761,000300.SH,20170407,3514.4521,3526.815,3506.3885,3517.4634,140293204.0
1762,000300.SH,20170410,3519.4597,3522.7955,3502.0826,3505.1392,141887380.0
1763,000300.SH,20170411,3503.8294,3520.1315,3466.139,3517.328,165945832.0
1764,000300.SH,20170412,3514.5723,3523.0975,3497.9991,3509.4387,181824537.0
1765,000300.SH,20170413,3500.2838,3518.4385,3496.5699,3514.5662,129981813.0
1766,000300.SH,20170414,3516.8103,3517.4664,3476.9468,3486.5045,135474078.0
1767,000300.SH,20170417,3475.7381,3480.5696,3453.6759,3479.9417,117164961.0
1768,000300.SH,20170418,3474.8892,3489.0845,3462.6297,3462.7429,110927823.0
1769,000300.SH,20170419,3452.9904,3459.3524,3418.514,3445.8761,121349264.0
1770,000300.SH,20170420,3444.5225,3465.6088,3440.7151,3461.5481,114184208.0
1771,000300.SH,20170421,3461.389,3475.5622,3449.5421,3466.7865,104419110.0
1772,000300.SH,20170424,3458.2279,3458.2279,3403.9792,3431.2587,114660791.0
1773,000300.SH,20170425,3427.7322,3449.6716,3422.6521,3440.9743,94072148.0
1774,000300.SH,20170426,3440.2526,3466.5651,3439.1505,3445.1832,111940029.0
1775,000300.SH,20170427,3435.1017,3449.2723,3399.5392,3446.7202,123298425.0
1776,000300.SH,20170428,3439.5735,3439.904,3417.2375,3439.753,101632351.0
1777,000300.SH,20170502,3427.9169,3436.3064,3418.6652,3426.5766,92797462.0
1778,000300.SH,20170503,3421.7586,3432.2248,3403.0782,3413.1282,91669624.0
1779,000300.SH,20170504,3404.9379,3421.3953,3391.277,3404.3864,103482075.0
1780,000300.SH,20170505,3393.4831,3395.4532,3366.5568,3382.5502,109895333.0
1781,000300.SH,20170508,3369.1084,3374.1571,3339.5743,3358.8125,123749287.0
1782,000300.SH,20170509,3342.5981,3358.0463,3327.5901,3352.5324,76771668.0
1783,000300.SH,20170510,3350.6502,3369.4345,3336.003,3337.7007,92082628.0
1784,000300.SH,20170511,3322.9455,3359.6003,3312.8921,3356.6459,109252890.0
1785,000300.SH,20170512,3350.9371,3387.2677,3349.1671,3385.3787,93386466.0
1786,000300.SH,20170515,3391.5881,3406.581,3391.5881,3399.1937,82977611.0
1787,000300.SH,20170516,3390.925,3428.8531,3373.552,3428.6491,105242416.0
1788,000300.SH,20170517,3423.19,3433.9695,3408.1541,3409.9656,99736837.0
1789,000300.SH,20170518,3387.6655,3409.9319,3383.935,3398.1127,85759589.0
1790,000300.SH,20170519,3395.2318,3405.9448,3392.3776,3403.8492,71473525.0
1791,000300.SH,20170522,3400.5882,3424.1776,3391.1748,3411.2387,92539559.0
1792,000300.SH,20170523,3405.0254,3434.7662,3401.5338,3424.194,116911033.0
1793,000300.SH,20170524,3409.7169,3424.1669,3383.8922,3424.1669,83553161.0
1794,000300.SH,20170525,3414.3992,3490.4176,3413.2246,3485.6581,130721631.0
1795,000300.SH,20170526,3479.6206,3498.3148,3473.04,3480.4345,103241153.0
1796,000300.SH,20170531,3495.073,3515.0812,3474.9215,3492.8845,104829744.0
1797,000300.SH,20170601,3485.2223,3499.8142,3476.4283,3497.7382,103127724.0
1798,000300.SH,20170602,3491.5893,3498.1189,3470.2017,3486.5074,82668010.0
1799,000300.SH,20170605,3480.1692,3484.1244,3462.3144,3468.7538,79738152.0
1800,000300.SH,20170606,3464.3765,3492.8816,3460.4534,3492.8816,64089388.0
1801,000300.SH,20170607,3493.8846,3537.0947,3491.1328,3533.8718,104419968.0
1802,000300.SH,20170608,3531.2419,3562.2724,3528.179,3560.9786,90224905.0
1803,000300.SH,20170609,3561.2411,3590.8872,3560.6336,3576.1703,101188265.0
1804,000300.SH,20170612,3570.2191,3603.6901,3565.9012,3574.3894,90381167.0
1805,000300.SH,20170613,3569.1594,3584.4094,3559.2134,3582.2674,75177138.0
1806,000300.SH,20170614,3571.2483,3571.2483,3530.274,3535.2987,83810783.0
1807,000300.SH,20170615,3530.7465,3542.2796,3508.9461,3528.7926,82632535.0
1808,000300.SH,20170616,3522.9745,3536.1401,3514.3892,3518.7611,76452707.0
1809,000300.SH,20170619,3520.0602,3554.91,3520.0602,3553.6653,79797141.0
1810,000300.SH,20170620,3560.7871,3563.6964,3539.5149,3546.494,80509559.0
1811,000300.SH,20170621,3567.1256,3587.9863,3545.5666,3587.955,87859824.0
1812,000300.SH,20170622,3583.5583,3635.5273,3581.3375,3590.3425,135526987.0
1813,000300.SH,20170623,3583.4359,3623.2352,3569.3225,3622.8831,105129134.0
1814,000300.SH,20170626,3627.0208,3671.9435,3627.0208,3668.0919,134637995.0
1815,000300.SH,20170627,3665.5775,3676.5328,3648.7635,3674.7152,97558702.0
1816,000300.SH,20170628,3664.1629,3672.1887,3644.0268,3646.1666,97920858.0
1817,000300.SH,20170629,3649.2525,3669.1345,3644.7331,3668.8279,85589498.0
1818,000300.SH,20170630,3654.7348,3669.7584,3646.2272,3666.7977,81510028.0
1819,000300.SH,20170703,3667.2316,3667.5957,3633.7825,3650.8463,88820860.0
1820,000300.SH,20170704,3646.828,3646.8455,3611.6911,3619.9841,95071413.0
1821,000300.SH,20170705,3611.8984,3660.7291,3610.4586,3659.6795,88232425.0
1822,000300.SH,20170706,3654.5576,3666.7745,3629.56,3660.0967,102379245.0
1823,000300.SH,20170707,3647.6416,3657.1131,3631.8702,3655.9293,103735497.0
1824,000300.SH,20170710,3647.9379,3667.8455,3641.5277,3653.6868,120591910.0
1825,000300.SH,20170711,3646.8783,3701.2087,3645.9946,3670.8086,118760826.0
1826,000300.SH,20170712,3672.6328,3691.5814,3640.5893,3658.8236,122287792.0
1827,000300.SH,20170713,3656.3502,3690.4832,3652.5658,3686.9205,125669549.0
1828,000300.SH,20170714,3682.6153,3703.094,3672.7425,3703.094,105514005.0
1829,000300.SH,20170717,3700.6179,3716.47,3621.3652,3663.5575,178821600.0
1830,000300.SH,20170718,3648.4942,3667.5408,3622.0414,3667.1807,124622056.0
1831,000300.SH,20170719,3660.8665,3731.0468,3658.2035,3729.7466,182477787.0
1832,000300.SH,20170720,3725.1436,3750.1938,3723.0689,3747.8843,142410039.0
1833,000300.SH,20170721,3738.1847,3751.6947,3722.0656,3728.5976,117941226.0
1834,000300.SH,20170724,3724.3778,3755.1902,3719.8488,3743.4686,134868722.0
1835,000300.SH,20170725,3742.6405,3752.1559,3713.2766,3719.559,121672059.0
1836,000300.SH,20170726,3722.8761,3738.5316,3684.1819,3705.3884,136325210.0
1837,000300.SH,20170727,3700.8558,3716.6888,3672.4971,3712.1947,145002904.0
1838,000300.SH,20170728,3703.4895,3725.5378,3696.7776,3721.8914,111411392.0
1839,000300.SH,20170731,3722.4282,3746.5207,3713.655,3737.8732,148429039.0
1840,000300.SH,20170801,3738.7364,3770.4043,3737.0954,3770.3828,152546539.0
1841,000300.SH,20170802,3768.1938,3784.3511,3759.2764,3760.8525,172293383.0
1842,000300.SH,20170803,3755.1081,3766.3452,3718.4351,3727.8264,146153944.0
1843,000300.SH,20170804,3724.7225,3738.7312,3707.003,3707.5796,157470060.0
1844,000300.SH,20170807,3701.2161,3730.7774,3689.9552,3726.7948,124231530.0
1845,000300.SH,20170808,3724.3287,3737.3344,3718.8116,3732.2129,137241928.0
1846,000300.SH,20170809,3728.0319,3738.999,3713.5668,3731.044,124679989.0
1847,000300.SH,20170810,3724.962,3746.8614,3688.1766,3715.9208,130085128.0
1848,000300.SH,20170811,3687.9314,3700.4944,3645.0945,3647.3503,150387421.0
1849,000300.SH,20170814,3651.3754,3698.3663,3651.3754,3694.6831,115308451.0
1850,000300.SH,20170815,3695.78,3719.2931,3692.2802,3706.0566,106444857.0
1851,000300.SH,20170816,3701.1337,3707.144,3679.7338,3701.4207,104134141.0
1852,000300.SH,20170817,3707.0668,3722.6239,3704.4126,3721.277,108656251.0
1853,000300.SH,20170818,3707.1891,3733.4914,3700.4112,3724.6748,96561705.0
1854,000300.SH,20170821,3731.8399,3744.2631,3728.6157,3740.9941,100313073.0
1855,000300.SH,20170822,3745.7543,3758.2924,3734.5556,3752.298,100292856.0
1856,000300.SH,20170823,3747.6108,3772.4568,3741.7204,3756.0884,104961573.0
1857,000300.SH,20170824,3755.8902,3765.7082,3729.0876,3734.6458,89947372.0
1858,000300.SH,20170825,3736.2916,3795.9693,3736.2916,3795.7544,129940900.0
1859,000300.SH,20170828,3805.6567,3866.9422,3805.6567,3842.7119,185576325.0
1860,000300.SH,20170829,3839.1779,3847.9303,3825.7597,3834.5376,128227070.0
1861,000300.SH,20170830,3834.2682,3854.7062,3827.8607,3834.3005,141352857.0
1862,000300.SH,20170831,3835.8394,3840.199,3800.8861,3822.0928,132944935.0
1863,000300.SH,20170901,3825.3392,3843.6176,3818.1586,3830.5383,158645511.0
1864,000300.SH,20170904,3828.5447,3847.0906,3813.5537,3845.6163,149566320.0
1865,000300.SH,20170905,3845.5451,3865.2938,3841.9514,3857.0464,124964155.0
1866,000300.SH,20170906,3846.7471,3858.2481,3831.3835,3849.4499,131398723.0
1867,000300.SH,20170907,3851.688,3858.1617,3828.835,3829.8713,123884181.0
1868,000300.SH,20170908,3830.0707,3843.0186,3813.9833,3825.9895,106036504.0
1869,000300.SH,20170911,3828.3422,3850.7409,3817.5108,3825.6453,123883997.0
1870,000300.SH,20170912,3832.2422,3849.3885,3822.0037,3837.9341,144190242.0
1871,000300.SH,20170913,3835.5493,3847.7841,3822.9441,3842.6061,95410785.0
1872,000300.SH,20170914,3843.572,3854.4931,3820.0876,3829.9554,115358583.0
1873,000300.SH,20170915,3826.1448,3843.297,3818.5234,3831.2965,122427006.0
1874,000300.SH,20170918,3832.9626,3862.3589,3832.9626,3843.1428,117934405.0
1875,000300.SH,20170919,3849.8794,3857.303,3820.2885,3832.1161,112432987.0
1876,000300.SH,20170920,3830.1549,3850.9426,3827.8858,3842.4353,101129542.0
1877,000300.SH,20170921,3843.2577,3860.7977,3837.384,3837.8176,111098192.0
1878,000300.SH,20170922,3826.4589,3842.252,3816.8225,3837.7304,100619802.0
1879,000300.SH,20170925,3829.219,3835.3894,3811.1192,3817.7915,103948976.0
1880,000300.SH,20170926,3810.3333,3821.6928,3808.3827,3820.7816,81869407.0
1881,000300.SH,20170927,3818.9646,3832.566,3818.8147,3821.2,85655811.0
1882,000300.SH,20170928,3821.5904,3827.3308,3813.7532,3822.5386,93544069.0
1883,000300.SH,20170929,3825.2021,3852.2236,3825.2021,3836.5013,93306028.0
