,S_INFO_WINDCODE,TRADE_DT,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE,S_DQ_VOLUME
766,000300.SH,20130305,2547.893,2623.171,2541.766,2622.807,89661152.0
767,000300.SH,20130306,2634.87,2658.139,2620.431,2650.202,95829652.0
768,000300.SH,20130307,2639.783,2658.969,2592.867,2619.479,94082666.0
769,000300.SH,20130308,2622.684,2632.624,2601.961,2606.927,59429557.0
770,000300.SH,20130311,2600.278,2611.652,2574.172,2592.372,50946436.0
771,000300.SH,20130312,2590.391,2619.512,2530.251,2555.615,71935141.0
772,000300.SH,20130313,2551.726,2556.773,2515.058,2527.486,56430460.0
773,000300.SH,20130314,2517.745,2546.699,2514.463,2534.273,47605756.0
774,000300.SH,20130315,2533.722,2600.091,2504.458,2539.873,81372185.0
775,000300.SH,20130318,2526.077,2544.619,2499.828,2502.493,59812778.0
776,000300.SH,20130319,2507.396,2532.07,2491.854,2525.097,54536476.0
777,000300.SH,20130320,2526.968,2610.174,2526.83,2610.174,90700622.0
778,000300.SH,20130321,2611.58,2626.538,2598.509,2614.988,69552756.0
779,000300.SH,20130322,2612.256,2625.531,2603.344,2618.308,55647141.0
780,000300.SH,20130325,2628.407,2641.609,2607.613,2613.097,56261402.0
781,000300.SH,20130326,2601.964,2607.357,2554.974,2575.05,63962961.0
782,000300.SH,20130327,2575.726,2611.939,2566.345,2583.53,56906517.0
783,000300.SH,20130328,2535.988,2535.988,2495.083,2499.302,87578405.0
784,000300.SH,20130329,2502.782,2509.109,2482.488,2495.083,52402137.0
785,000300.SH,20130401,2486.428,2507.825,2483.732,2493.187,47346022.0
786,000300.SH,20130402,2495.843,2524.463,2475.0,2486.391,55684152.0
787,000300.SH,20130403,2493.877,2507.143,2474.927,2483.547,45564221.0
788,000300.SH,20130408,2443.24,2473.309,2429.5,2472.299,53296772.0
789,000300.SH,20130409,2477.29,2505.294,2477.29,2489.43,52389824.0
790,000300.SH,20130410,2487.984,2495.572,2466.19,2485.309,47504913.0
791,000300.SH,20130411,2502.5,2508.593,2476.396,2477.876,42989958.0
792,000300.SH,20130412,2476.322,2489.118,2460.182,2462.112,39917278.0
793,000300.SH,20130415,2453.967,2461.668,2430.149,2436.818,46539734.0
794,000300.SH,20130416,2419.508,2461.046,2416.617,2459.592,55280613.0
795,000300.SH,20130417,2457.881,2465.202,2437.345,2458.473,44692164.0
796,000300.SH,20130418,2440.707,2478.413,2434.73,2464.851,42860707.0
797,000300.SH,20130419,2469.951,2542.453,2469.323,2533.827,75520876.0
798,000300.SH,20130422,2525.113,2539.046,2518.257,2530.67,62511883.0
799,000300.SH,20130423,2532.201,2532.201,2448.2,2449.471,60653982.0
800,000300.SH,20130424,2452.781,2511.202,2446.587,2495.579,63050916.0
801,000300.SH,20130425,2486.857,2505.482,2456.566,2467.875,60557927.0
802,000300.SH,20130426,2477.724,2488.585,2439.796,2447.306,47123378.0
803,000300.SH,20130502,2434.603,2453.749,2423.077,2449.639,47016088.0
804,000300.SH,20130503,2457.543,2521.119,2457.543,2492.912,62330091.0
805,000300.SH,20130506,2502.978,2533.855,2500.455,2525.983,60418780.0
806,000300.SH,20130507,2519.364,2539.298,2507.756,2529.938,54490643.0
807,000300.SH,20130508,2542.266,2562.007,2531.251,2542.798,59554294.0
808,000300.SH,20130509,2542.374,2543.305,2507.792,2527.794,60240145.0
809,000300.SH,20130510,2519.517,2546.975,2515.158,2540.836,48816728.0
810,000300.SH,20130513,2542.412,2547.602,2516.728,2530.768,54092147.0
811,000300.SH,20130514,2525.998,2526.145,2479.872,2493.338,54880064.0
812,000300.SH,20130515,2493.968,2507.43,2491.927,2506.925,44189660.0
813,000300.SH,20130516,2501.117,2553.058,2487.763,2552.709,70796182.0
814,000300.SH,20130517,2550.452,2598.706,2547.776,2592.048,81850801.0
815,000300.SH,20130520,2597.151,2627.616,2590.053,2609.607,86337803.0
816,000300.SH,20130521,2607.393,2617.4,2594.249,2614.853,71505994.0
817,000300.SH,20130522,2613.411,2630.068,2603.75,2618.034,74191817.0
818,000300.SH,20130523,2604.93,2624.076,2579.347,2582.849,84825370.0
819,000300.SH,20130524,2591.419,2608.35,2572.884,2597.228,60739669.0
820,000300.SH,20130527,2593.522,2611.972,2589.739,2599.587,64195080.0
821,000300.SH,20130528,2600.632,2644.359,2585.901,2644.359,84196112.0
822,000300.SH,20130529,2648.927,2661.229,2640.881,2642.561,79277709.0
823,000300.SH,20130530,2633.955,2647.443,2623.581,2634.323,70146368.0
824,000300.SH,20130531,2638.71,2645.565,2604.746,2606.426,62528533.0
825,000300.SH,20130603,2605.969,2625.936,2596.051,2602.623,59774468.0
826,000300.SH,20130604,2600.499,2600.499,2556.056,2565.666,66315750.0
827,000300.SH,20130605,2565.329,2570.027,2545.19,2560.539,45637193.0
828,000300.SH,20130606,2552.817,2557.678,2525.306,2527.845,52496529.0
829,000300.SH,20130607,2526.913,2538.891,2475.687,2484.16,61030894.0
830,000300.SH,20130613,2448.717,2448.717,2375.204,2399.937,69730066.0
831,000300.SH,20130614,2404.423,2420.356,2396.487,2416.771,55964534.0
832,000300.SH,20130617,2422.762,2427.532,2394.385,2403.839,50395711.0
833,000300.SH,20130618,2413.088,2424.202,2393.321,2418.745,48630379.0
834,000300.SH,20130619,2408.28,2408.28,2366.346,2400.765,54346260.0
835,000300.SH,20130620,2386.104,2386.104,2320.226,2321.466,55201020.0
836,000300.SH,20130621,2283.151,2332.842,2269.565,2317.394,58705798.0
837,000300.SH,20130624,2308.069,2308.069,2164.325,2171.21,86597259.0
838,000300.SH,20130625,2146.053,2169.211,2023.171,2165.421,107554882.0
839,000300.SH,20130626,2170.326,2181.021,2131.86,2168.297,79256426.0
840,000300.SH,20130627,2172.848,2200.213,2153.175,2160.735,75406753.0
841,000300.SH,20130628,2149.03,2227.461,2139.372,2200.639,79451327.0
842,000300.SH,20130701,2187.092,2213.965,2166.353,2213.317,57726227.0
843,000300.SH,20130702,2211.803,2226.113,2191.801,2221.984,61838850.0
844,000300.SH,20130703,2211.044,2211.044,2169.137,2203.828,65836022.0
845,000300.SH,20130704,2187.181,2245.908,2176.08,2221.979,72581145.0
846,000300.SH,20130705,2227.35,2252.033,2225.047,2226.849,61821775.0
847,000300.SH,20130708,2194.423,2205.214,2162.189,2163.619,54782493.0
848,000300.SH,20130709,2160.699,2174.786,2149.787,2162.669,41494433.0
849,000300.SH,20130710,2163.098,2224.135,2157.468,2224.065,61149781.0
850,000300.SH,20130711,2232.157,2351.223,2232.157,2326.688,125793192.0
851,000300.SH,20130712,2319.023,2331.986,2274.073,2275.373,89733082.0
852,000300.SH,20130715,2289.762,2336.04,2274.673,2307.297,74757884.0
853,000300.SH,20130716,2300.83,2317.848,2281.942,2317.848,65624157.0
854,000300.SH,20130717,2311.443,2326.925,2281.609,2282.836,67655248.0
855,000300.SH,20130718,2272.947,2282.435,2241.93,2245.328,57144292.0
856,000300.SH,20130719,2248.133,2257.916,2188.752,2190.478,70535282.0
857,000300.SH,20130722,2170.089,2203.058,2159.813,2202.189,53283495.0
858,000300.SH,20130723,2211.587,2276.742,2206.756,2265.845,74809731.0
859,000300.SH,20130724,2253.376,2265.578,2217.192,2249.151,69592307.0
860,000300.SH,20130725,2255.223,2268.839,2227.853,2237.683,65774316.0
861,000300.SH,20130726,2226.429,2238.42,2209.806,2224.008,48941098.0
862,000300.SH,20130729,2205.083,2205.083,2169.017,2175.97,54600925.0
863,000300.SH,20130730,2184.007,2221.589,2162.979,2189.388,55193623.0
864,000300.SH,20130731,2211.75,2235.384,2187.21,2193.021,48327055.0
865,000300.SH,20130801,2206.004,2245.56,2200.626,2245.364,62603997.0
866,000300.SH,20130802,2263.495,2274.71,2244.252,2247.263,60890893.0
867,000300.SH,20130805,2249.976,2278.329,2243.22,2278.329,55342151.0
868,000300.SH,20130806,2270.672,2302.484,2256.715,2293.641,73746895.0
869,000300.SH,20130807,2292.379,2313.879,2276.862,2280.623,73048695.0
870,000300.SH,20130808,2277.253,2297.628,2267.073,2276.782,53098430.0
871,000300.SH,20130809,2288.51,2301.59,2258.334,2286.01,64600017.0
872,000300.SH,20130812,2296.22,2352.89,2293.176,2352.794,97863216.0
873,000300.SH,20130813,2352.883,2360.827,2340.733,2359.068,78393636.0
874,000300.SH,20130814,2362.619,2386.599,2340.833,2349.08,75942128.0
875,000300.SH,20130815,2348.839,2362.089,2319.784,2321.576,61951853.0
876,000300.SH,20130816,2314.261,2423.081,2295.023,2304.144,120369563.0
877,000300.SH,20130819,2286.203,2340.194,2284.077,2331.43,72483224.0
878,000300.SH,20130820,2325.862,2353.409,2303.666,2312.465,73086345.0
879,000300.SH,20130821,2320.584,2321.642,2291.053,2308.589,55007384.0
880,000300.SH,20130822,2302.668,2329.143,2297.016,2303.932,55338104.0
881,000300.SH,20130823,2314.866,2321.037,2251.92,2286.929,68967133.0
882,000300.SH,20130826,2294.759,2336.381,2288.496,2335.616,70371043.0
883,000300.SH,20130827,2332.8,2345.105,2322.461,2340.881,65990333.0
884,000300.SH,20130828,2326.096,2345.358,2307.043,2328.056,89256174.0
885,000300.SH,20130829,2338.564,2342.32,2308.145,2318.311,66085415.0
886,000300.SH,20130830,2315.913,2334.413,2303.609,2313.91,87654515.0
887,000300.SH,20130902,2319.957,2329.867,2297.449,2320.344,79510249.0
888,000300.SH,20130903,2326.231,2354.856,2321.304,2354.502,80554005.0
889,000300.SH,20130904,2352.537,2360.663,2345.437,2350.699,78725763.0
890,000300.SH,20130905,2350.927,2351.218,2336.754,2341.735,62951383.0
891,000300.SH,20130906,2336.767,2361.178,2335.932,2357.782,73340116.0
892,000300.SH,20130909,2374.26,2449.249,2372.686,2440.609,149889640.0
893,000300.SH,20130910,2446.454,2475.195,2435.826,2474.894,154855992.0
894,000300.SH,20130911,2483.791,2504.469,2471.624,2482.889,166914974.0
895,000300.SH,20130912,2480.468,2527.383,2469.718,2507.455,145173175.0
896,000300.SH,20130913,2502.54,2515.781,2481.454,2488.902,110775049.0
897,000300.SH,20130916,2501.077,2503.694,2467.129,2478.39,105383282.0
898,000300.SH,20130917,2480.81,2481.71,2426.462,2427.322,99459982.0
899,000300.SH,20130918,2426.04,2439.626,2407.243,2432.51,71040759.0
900,000300.SH,20130923,2441.516,2473.163,2439.993,2472.288,80128352.0
901,000300.SH,20130924,2470.715,2470.746,2420.085,2443.885,97853013.0
902,000300.SH,20130925,2440.835,2455.037,2423.276,2429.03,90518418.0
903,000300.SH,20130926,2422.631,2422.631,2382.535,2384.443,86236770.0
904,000300.SH,20130927,2382.218,2402.196,2379.856,2394.971,65971508.0
905,000300.SH,20130930,2406.205,2415.075,2397.22,2409.037,59513992.0
906,000300.SH,20131008,2406.415,2446.703,2392.572,2441.811,84785506.0
907,000300.SH,20131009,2432.94,2453.746,2424.769,2453.583,76277645.0
908,000300.SH,20131010,2455.64,2455.979,2422.017,2429.317,90329706.0
909,000300.SH,20131011,2442.364,2471.165,2439.634,2468.508,93388261.0
910,000300.SH,20131014,2472.267,2483.131,2462.551,2472.542,100081301.0
911,000300.SH,20131015,2475.324,2479.134,2449.416,2467.517,89173496.0
912,000300.SH,20131016,2459.077,2459.077,2409.718,2421.371,88979834.0
913,000300.SH,20131017,2432.645,2440.919,2407.777,2413.33,71222474.0
914,000300.SH,20131018,2415.118,2435.712,2410.599,2426.054,60291630.0
915,000300.SH,20131021,2431.915,2472.785,2423.562,2471.322,84909795.0
916,000300.SH,20131022,2470.255,2470.255,2439.859,2445.891,90703029.0
917,000300.SH,20131023,2451.556,2474.372,2412.483,2418.491,91545355.0
918,000300.SH,20131024,2412.235,2422.943,2395.474,2400.511,64560821.0
919,000300.SH,20131025,2400.517,2413.332,2353.993,2368.559,77070182.0
920,000300.SH,20131028,2372.571,2377.249,2351.862,2365.954,62876152.0
921,000300.SH,20131029,2369.216,2408.616,2327.904,2372.053,106737833.0
922,000300.SH,20131030,2371.853,2407.851,2365.506,2407.471,92178126.0
923,000300.SH,20131031,2398.395,2398.395,2370.226,2373.718,82736964.0
924,000300.SH,20131101,2373.962,2395.005,2365.146,2384.96,63055762.0
925,000300.SH,20131104,2397.21,2404.896,2376.355,2380.454,51798461.0
926,000300.SH,20131105,2366.884,2385.688,2343.801,2383.769,62084488.0
927,000300.SH,20131106,2371.324,2383.54,2352.787,2353.568,63776663.0
928,000300.SH,20131107,2351.871,2356.672,2328.253,2340.552,54821747.0
929,000300.SH,20131108,2329.084,2342.672,2306.041,2307.945,53788508.0
930,000300.SH,20131111,2305.94,2325.228,2295.003,2315.889,45739457.0
931,000300.SH,20131112,2319.362,2342.529,2316.603,2340.0,52687545.0
932,000300.SH,20131113,2325.36,2325.563,2287.547,2288.116,59848831.0
933,000300.SH,20131114,2291.269,2305.696,2279.006,2304.501,57310356.0
934,000300.SH,20131115,2306.549,2377.211,2306.549,2350.734,86391771.0
935,000300.SH,20131118,2367.883,2429.566,2361.038,2428.903,110034633.0
936,000300.SH,20131119,2427.928,2427.928,2405.076,2412.163,78648296.0
937,000300.SH,20131120,2428.767,2435.427,2406.417,2424.85,72291801.0
938,000300.SH,20131121,2412.451,2415.383,2382.878,2409.989,87706677.0
939,000300.SH,20131122,2415.29,2418.999,2393.581,2397.962,75000675.0
940,000300.SH,20131125,2385.784,2418.853,2380.689,2388.629,66144734.0
941,000300.SH,20131126,2387.826,2399.022,2380.412,2387.416,59185864.0
942,000300.SH,20131127,2386.362,2422.806,2383.78,2414.481,75294088.0
943,000300.SH,20131128,2419.15,2460.556,2417.235,2439.53,90660406.0
944,000300.SH,20131129,2442.676,2446.395,2432.387,2438.944,61803746.0
945,000300.SH,20131202,2423.969,2464.863,2397.007,2418.788,119655123.0
946,000300.SH,20131203,2410.693,2448.333,2406.663,2442.784,74455752.0
947,000300.SH,20131204,2439.824,2486.64,2434.694,2475.135,102650235.0
948,000300.SH,20131205,2476.453,2481.747,2460.576,2468.197,77708932.0
949,000300.SH,20131206,2463.043,2470.813,2445.623,2452.287,66114089.0
950,000300.SH,20131209,2460.028,2468.948,2445.94,2450.872,57164884.0
951,000300.SH,20131210,2456.23,2466.66,2444.526,2453.322,66941424.0
952,000300.SH,20131211,2440.503,2440.503,2400.742,2412.763,68075144.0
953,000300.SH,20131212,2406.766,2423.309,2402.769,2410.015,50147719.0
954,000300.SH,20131213,2388.659,2416.26,2386.246,2406.639,51501196.0
955,000300.SH,20131216,2408.678,2412.734,2367.43,2367.923,64581674.0
956,000300.SH,20131217,2369.255,2373.286,2351.183,2356.376,48483891.0
957,000300.SH,20131218,2356.703,2368.583,2350.451,2357.226,40015207.0
958,000300.SH,20131219,2366.205,2370.991,2331.194,2332.41,48095680.0
959,000300.SH,20131220,2335.052,2338.875,2278.096,2278.136,65204207.0
960,000300.SH,20131223,2283.8,2295.765,2259.575,2284.602,45580285.0
961,000300.SH,20131224,2291.125,2312.832,2270.245,2288.248,45599168.0
962,000300.SH,20131225,2291.748,2305.609,2281.6,2305.11,44005326.0
963,000300.SH,20131226,2299.972,2301.493,2263.922,2265.334,51497563.0
964,000300.SH,20131227,2268.535,2315.182,2264.386,2303.478,53389157.0
965,000300.SH,20131230,2313.38,2316.621,2295.641,2299.458,48414308.0
966,000300.SH,20131231,2289.01,2333.074,2287.117,2330.026,56631070.0
967,000300.SH,20140102,2323.433,2325.991,2310.653,2321.978,45194291.0
968,000300.SH,20140103,2311.968,2314.836,2280.887,2290.779,59782645.0
969,000300.SH,20140106,2286.371,2286.371,2229.334,2238.637,66300403.0
970,000300.SH,20140107,2222.306,2246.791,2218.647,2238.001,43753103.0
971,000300.SH,20140108,2240.635,2262.584,2228.418,2241.911,51348854.0
972,000300.SH,20140109,2236.967,2258.894,2220.802,2222.221,55987041.0
973,000300.SH,20140110,2216.521,2224.494,2200.215,2204.851,54169293.0
974,000300.SH,20140113,2206.996,2222.072,2183.597,2193.679,50122772.0
975,000300.SH,20140114,2192.844,2214.124,2179.908,2212.846,54049947.0
976,000300.SH,20140115,2210.024,2215.903,2193.802,2208.941,48962395.0
977,000300.SH,20140116,2209.448,2227.262,2201.56,2211.844,52298902.0
978,000300.SH,20140117,2203.821,2205.972,2175.876,2178.488,50273155.0
979,000300.SH,20140120,2173.651,2182.463,2156.458,2165.993,40560154.0
980,000300.SH,20140121,2168.42,2197.923,2168.42,2187.41,40306247.0
981,000300.SH,20140122,2190.432,2244.133,2187.534,2243.796,70641375.0
982,000300.SH,20140123,2242.245,2248.924,2228.057,2231.889,56345951.0
983,000300.SH,20140124,2225.758,2257.355,2222.893,2245.678,61167670.0
984,000300.SH,20140127,2233.015,2233.231,2211.799,2215.919,70344246.0
985,000300.SH,20140128,2220.785,2233.257,2205.972,2219.855,53269130.0
986,000300.SH,20140129,2225.711,2233.057,2219.928,2227.781,50222717.0
987,000300.SH,20140130,2223.163,2223.163,2200.224,2202.45,43632304.0
988,000300.SH,20140207,2187.343,2212.498,2177.117,2212.483,50459315.0
989,000300.SH,20140210,2221.54,2270.194,2221.54,2267.534,83065716.0
990,000300.SH,20140211,2267.735,2296.516,2262.599,2285.562,99229829.0
991,000300.SH,20140212,2286.187,2294.317,2276.444,2291.246,76592161.0
992,000300.SH,20140213,2288.451,2307.474,2278.261,2279.554,96217789.0
993,000300.SH,20140214,2278.4,2295.852,2274.429,2295.575,67082997.0
994,000300.SH,20140217,2308.791,2315.579,2293.552,2311.647,87831666.0
995,000300.SH,20140218,2310.309,2310.309,2276.108,2282.442,87049743.0
996,000300.SH,20140219,2280.927,2317.42,2274.152,2308.656,99352561.0
997,000300.SH,20140220,2314.088,2331.698,2286.203,2287.436,106439533.0
998,000300.SH,20140221,2284.03,2287.869,2250.652,2264.294,76368993.0
999,000300.SH,20140224,2246.715,2246.715,2194.164,2214.509,89215939.0
1000,000300.SH,20140225,2216.515,2225.209,2150.095,2157.909,93237551.0
1001,000300.SH,20140226,2147.737,2164.698,2137.079,2163.405,77993297.0
1002,000300.SH,20140227,2170.81,2180.063,2150.135,2154.108,90104296.0
1003,000300.SH,20140228,2149.446,2180.474,2133.548,2178.971,76668057.0
1004,000300.SH,20140303,2173.907,2194.224,2167.91,2190.37,82072314.0
1005,000300.SH,20140304,2183.858,2188.601,2161.589,2184.273,73069250.0
1006,000300.SH,20140305,2187.352,2189.093,2159.595,2163.976,61332015.0
1007,000300.SH,20140306,2159.397,2181.427,2136.454,2173.634,69093767.0
1008,000300.SH,20140307,2170.043,2189.39,2161.436,2168.358,64265177.0
1009,000300.SH,20140310,2149.676,2149.676,2095.067,2097.787,71416407.0
1010,000300.SH,20140311,2092.608,2118.79,2088.729,2108.661,57621243.0
1011,000300.SH,20140312,2102.801,2130.586,2090.757,2114.134,70069747.0
1012,000300.SH,20140313,2119.547,2149.436,2115.986,2140.333,69226028.0
1013,000300.SH,20140314,2129.87,2140.384,2109.575,2122.836,58617737.0
1014,000300.SH,20140317,2132.793,2143.196,2118.953,2143.038,52409445.0
1015,000300.SH,20140318,2146.124,2152.462,2134.923,2138.133,55354132.0
1016,000300.SH,20140319,2131.283,2131.283,2101.285,2120.87,59303905.0
1017,000300.SH,20140320,2116.185,2134.792,2086.497,2086.967,67631285.0
1018,000300.SH,20140321,2079.871,2163.225,2077.759,2158.798,104024807.0
1019,000300.SH,20140324,2161.898,2186.731,2150.871,2176.554,104491984.0
1020,000300.SH,20140325,2170.78,2191.491,2164.669,2174.44,86877510.0
1021,000300.SH,20140326,2181.231,2186.078,2165.217,2171.047,58276176.0
1022,000300.SH,20140327,2168.344,2186.893,2146.916,2155.707,71275132.0
1023,000300.SH,20140328,2154.515,2172.668,2144.584,2151.965,70086073.0
1024,000300.SH,20140331,2156.054,2165.254,2134.422,2146.305,55457488.0
1025,000300.SH,20140401,2143.717,2170.095,2141.151,2163.115,48866403.0
1026,000300.SH,20140402,2166.067,2182.683,2164.008,2180.727,65039257.0
1027,000300.SH,20140403,2188.642,2196.138,2160.747,2165.008,71536032.0
1028,000300.SH,20140404,2157.982,2186.154,2155.277,2185.472,47945888.0
1029,000300.SH,20140408,2179.92,2243.97,2178.905,2237.316,97219117.0
1030,000300.SH,20140409,2239.791,2246.793,2228.994,2238.62,66357268.0
1031,000300.SH,20140410,2241.452,2290.742,2229.515,2273.761,114545405.0
1032,000300.SH,20140411,2269.565,2281.105,2261.133,2270.666,90615897.0
1033,000300.SH,20140414,2267.943,2275.83,2255.456,2268.613,62264998.0
1034,000300.SH,20140415,2261.411,2261.474,2225.685,2229.463,68218130.0
1035,000300.SH,20140416,2223.468,2245.315,2221.153,2232.526,51678010.0
1036,000300.SH,20140417,2238.779,2241.622,2221.954,2224.803,48333628.0
1037,000300.SH,20140418,2215.879,2228.77,2203.047,2224.479,50757995.0
1038,000300.SH,20140421,2209.942,2231.707,2186.755,2187.248,56278280.0
1039,000300.SH,20140422,2184.017,2196.849,2165.075,2196.795,57094694.0
1040,000300.SH,20140423,2191.231,2205.594,2187.388,2194.668,47763531.0
1041,000300.SH,20140424,2192.769,2209.454,2186.763,2190.474,45058911.0
1042,000300.SH,20140425,2195.815,2201.712,2167.64,2167.826,60245383.0
1043,000300.SH,20140428,2165.773,2171.385,2132.695,2134.969,60485187.0
1044,000300.SH,20140429,2134.413,2159.379,2131.783,2158.47,48204931.0
1045,000300.SH,20140430,2158.762,2164.175,2153.124,2158.659,45334624.0
1046,000300.SH,20140505,2152.59,2161.703,2131.232,2156.47,49344073.0
1047,000300.SH,20140506,2151.388,2173.618,2150.112,2157.328,48086519.0
1048,000300.SH,20140507,2151.472,2153.723,2136.99,2137.316,44607470.0
1049,000300.SH,20140508,2132.036,2168.206,2128.318,2135.496,48332452.0
1050,000300.SH,20140509,2138.84,2141.559,2120.595,2133.911,49181135.0
1051,000300.SH,20140512,2150.313,2184.332,2139.483,2180.054,83472560.0
1052,000300.SH,20140513,2180.059,2185.046,2167.767,2174.852,64912518.0
1053,000300.SH,20140514,2175.094,2184.221,2168.997,2172.372,48514206.0
1054,000300.SH,20140515,2169.278,2171.453,2142.338,2144.084,46734032.0
1055,000300.SH,20140516,2143.926,2150.5,2132.186,2145.952,42253197.0
1056,000300.SH,20140519,2139.362,2139.362,2105.713,2115.143,42893607.0
1057,000300.SH,20140520,2124.708,2131.567,2110.72,2115.771,37299683.0
1058,000300.SH,20140521,2106.762,2136.1,2096.514,2135.905,38946042.0
1059,000300.SH,20140522,2134.087,2160.909,2128.858,2130.868,46252736.0
1060,000300.SH,20140523,2130.775,2148.583,2128.663,2148.414,37623105.0
1061,000300.SH,20140526,2161.892,2165.421,2147.445,2155.976,39550656.0
1062,000300.SH,20140527,2154.395,2160.027,2145.752,2147.28,35897171.0
1063,000300.SH,20140528,2147.467,2171.172,2142.007,2169.352,50056260.0
1064,000300.SH,20140529,2171.26,2178.092,2154.925,2155.164,44891556.0
1065,000300.SH,20140530,2156.381,2166.907,2146.218,2156.464,43923863.0
1066,000300.SH,20140603,2157.64,2168.995,2149.291,2149.918,41982954.0
1067,000300.SH,20140604,2149.407,2149.452,2117.313,2128.274,41817249.0
1068,000300.SH,20140605,2126.607,2150.93,2123.524,2150.602,36477424.0
1069,000300.SH,20140606,2149.214,2149.783,2123.98,2134.716,35738058.0
1070,000300.SH,20140609,2128.225,2153.903,2126.665,2134.281,39311060.0
1071,000300.SH,20140610,2138.671,2161.526,2132.447,2161.268,50507902.0
1072,000300.SH,20140611,2156.151,2163.61,2152.08,2160.766,42563718.0
1073,000300.SH,20140612,2156.761,2160.988,2148.413,2153.41,43025843.0
1074,000300.SH,20140613,2150.987,2183.645,2150.569,2176.242,59252876.0
1075,000300.SH,20140616,2176.438,2196.343,2174.277,2191.855,63296875.0
1076,000300.SH,20140617,2185.681,2185.681,2168.445,2169.674,49933665.0
1077,000300.SH,20140618,2169.252,2172.549,2158.497,2160.239,49463897.0
1078,000300.SH,20140619,2161.426,2166.407,2119.498,2126.907,53162645.0
1079,000300.SH,20140620,2124.963,2137.034,2120.807,2136.729,42393719.0
1080,000300.SH,20140623,2137.926,2147.227,2132.454,2134.11,41179258.0
1081,000300.SH,20140624,2131.686,2145.213,2130.292,2144.821,40164356.0
1082,000300.SH,20140625,2141.726,2141.726,2126.035,2133.371,37666100.0
1083,000300.SH,20140626,2135.156,2151.114,2134.891,2149.076,44351166.0
1084,000300.SH,20140627,2146.374,2159.526,2138.927,2150.258,52722896.0
1085,000300.SH,20140630,2152.306,2168.221,2152.306,2165.118,54304188.0
1086,000300.SH,20140701,2169.199,2171.15,2157.133,2164.559,53323100.0
1087,000300.SH,20140702,2163.998,2171.51,2155.609,2170.867,59685501.0
1088,000300.SH,20140703,2169.003,2184.964,2164.843,2180.192,63690690.0
1089,000300.SH,20140704,2180.445,2183.798,2174.073,2178.695,52851106.0
1090,000300.SH,20140707,2178.546,2186.202,2171.083,2176.289,50242334.0
1091,000300.SH,20140708,2174.828,2180.778,2163.359,2180.473,50743599.0
1092,000300.SH,20140709,2178.135,2178.51,2148.26,2148.71,62022046.0
1093,000300.SH,20140710,2146.601,2151.774,2139.522,2142.847,55732497.0
1094,000300.SH,20140711,2136.317,2154.735,2134.795,2148.009,61374274.0
1095,000300.SH,20140714,2149.542,2171.902,2145.278,2171.758,66158863.0
1096,000300.SH,20140715,2170.089,2176.272,2165.206,2174.976,71815694.0
1097,000300.SH,20140716,2172.824,2183.248,2166.774,2170.868,81560230.0
1098,000300.SH,20140717,2166.831,2166.932,2147.084,2157.068,59453568.0
1099,000300.SH,20140718,2147.663,2176.325,2145.446,2164.144,65473295.0
1100,000300.SH,20140721,2164.223,2171.94,2158.955,2166.295,54172260.0
1101,000300.SH,20140722,2162.436,2197.592,2162.236,2192.698,78542583.0
1102,000300.SH,20140723,2191.394,2210.282,2190.555,2197.833,84213872.0
1103,000300.SH,20140724,2199.833,2239.815,2199.833,2237.015,119435534.0
1104,000300.SH,20140725,2243.067,2260.89,2239.066,2260.454,98972838.0
1105,000300.SH,20140728,2272.383,2331.472,2272.383,2323.897,179869333.0
1106,000300.SH,20140729,2326.038,2342.77,2316.217,2331.369,134269641.0
1107,000300.SH,20140730,2324.69,2339.038,2316.058,2322.011,123022832.0
1108,000300.SH,20140731,2321.967,2350.551,2316.585,2350.251,110987769.0
1109,000300.SH,20140801,2341.227,2371.5,2328.966,2329.402,126317390.0
1110,000300.SH,20140804,2336.63,2375.62,2332.138,2375.62,116713754.0
1111,000300.SH,20140805,2376.797,2380.774,2353.795,2369.353,111861789.0
1112,000300.SH,20140806,2358.206,2371.667,2334.334,2363.221,116341829.0
1113,000300.SH,20140807,2363.608,2369.204,2326.268,2327.457,116729210.0
1114,000300.SH,20140808,2329.184,2339.27,2319.288,2331.134,86739694.0
1115,000300.SH,20140811,2338.008,2367.004,2337.014,2365.349,91601171.0
1116,000300.SH,20140812,2361.17,2361.17,2344.716,2357.052,91822608.0
1117,000300.SH,20140813,2358.459,2370.513,2335.694,2358.901,110447789.0
1118,000300.SH,20140814,2357.198,2363.18,2334.08,2335.945,97969493.0
1119,000300.SH,20140815,2337.985,2366.902,2333.123,2360.635,93592546.0
1120,000300.SH,20140818,2366.272,2379.804,2361.197,2374.562,104509554.0
1121,000300.SH,20140819,2378.886,2379.474,2358.965,2374.768,115850020.0
1122,000300.SH,20140820,2371.649,2375.475,2360.837,2366.14,101288088.0
1123,000300.SH,20140821,2365.731,2367.46,2333.299,2354.244,100690211.0
1124,000300.SH,20140822,2352.316,2368.457,2350.986,2365.364,89823938.0
1125,000300.SH,20140825,2367.019,2367.606,2338.455,2342.863,97373717.0
1126,000300.SH,20140826,2339.6,2350.391,2317.184,2324.092,93844222.0
1127,000300.SH,20140827,2323.79,2336.737,2322.885,2327.595,67676221.0
